X,Y,Z,Label
396190.422,3988249.453,2011.588,2011.588
396197.232,3988203.960,2011.630,2011.630
396254.740,3988030.968,2011.632,2011.632
396278.962,3988329.025,2011.637,2011.637
396249.834,3988042.215,2011.669,2011.669
396216.062,3988340.638,2011.729,2011.729
396191.573,3988243.388,2011.733,2011.733
396199.724,3988190.544,2011.752,2011.752
396246.770,3988037.795,2011.764,2011.764
396254.126,3987999.852,2011.849,2011.849
396251.189,3988345.028,2011.867,2011.867
396230.866,3988348.871,2011.872,2011.872
396236.564,3988102.513,2011.873,2011.873
396207.825,3988148.389,2011.876,2011.876
396227.782,3988108.132,2011.906,2011.906
396257.840,3987985.475,2011.911,2011.911
396207.848,3988314.004,2011.914,2011.914
396193.408,3988224.234,2011.927,2011.927
396191.565,3988263.756,2011.998,2011.998
396251.166,3988026.794,2012.031,2012.031
396264.338,3988336.155,2012.064,2012.064
396260.102,3988338.908,2012.111,2012.111
396254.240,3988004.941,2012.160,2012.160
396244.510,3988347.719,2012.198,2012.198
396235.333,3988107.897,2012.206,2012.206
396219.801,3988114.957,2012.225,2012.225
396216.005,3988128.953,2012.232,2012.232
396225.978,3988352.578,2012.349,2012.349
396240.993,3988092.594,2012.387,2012.387
396202.188,3988299.269,2012.505,2012.505
396190.954,3988255.580,2012.553,2012.553
396273.399,3988330.044,2012.558,2012.558
396219.125,3988120.948,2012.572,2012.572
396253.474,3988038.406,2012.662,2012.662
396252.822,3988018.259,2012.662,2012.662
396254.413,3988009.958,2012.671,2012.671
396250.346,3988068.072,2012.684,2012.684
396285.864,3988322.671,2012.690,2012.690
396322.935,3988303.595,2012.718,2012.718
396244.783,3988083.535,2012.742,2012.742
396307.196,3988314.373,2012.757,2012.757
396223.925,3988347.948,2012.845,2012.845
396299.539,3988317.676,2012.849,2012.849
396261.743,3987973.976,2012.858,2012.858
396220.780,3988342.862,2012.881,2012.881
396224.075,3988112.273,2012.985,2012.985
396290.521,3988320.660,2012.998,2012.998
396252.837,3988050.422,2012.998,2012.998
396212.388,3988325.144,2013.096,2013.096
396197.946,3988209.348,2013.117,2013.117
396254.141,3988045.508,2013.120,2013.120
396214.148,3988330.314,2013.125,2013.125
396308.969,3988309.497,2013.131,2013.131
396257.920,3987995.308,2013.141,2013.141
396197.350,3988279.313,2013.141,2013.141
396249.082,3988075.416,2013.221,2013.221
396204.797,3988170.327,2013.223,2013.223
396193.560,3988230.581,2013.223,2013.223
396244.762,3988088.863,2013.251,2013.251
396257.282,3988054.067,2013.268,2013.268
396199.753,3988197.708,2013.295,2013.295
396205.954,3988160.558,2013.462,2013.462
396281.163,3988324.458,2013.480,2013.480
396251.813,3988339.980,2013.524,2013.524
396239.708,3988098.423,2013.586,2013.586
396211.723,3988317.443,2013.667,2013.667
396202.253,3988179.206,2013.740,2013.740
396196.268,3988235.247,2013.753,2013.753
396211.691,3988151.761,2013.906,2013.906
396209.674,3988156.393,2013.926,2013.926
396198.201,3988214.918,2013.945,2013.945
396204.189,3988187.637,2013.975,2013.975
396220.505,3988337.648,2014.003,2014.003
396203.542,3988194.225,2014.050,2014.050
396207.856,3988165.467,2014.059,2014.059
396198.988,3988220.760,2014.065,2014.065
396212.714,3988145.595,2014.068,2014.068
396213.362,3988140.454,2014.143,2014.143
396216.159,3988136.020,2014.185,2014.185
396220.165,3988125.956,2014.258,2014.258
396202.251,3988202.708,2014.298,2014.298
396219.067,3988332.647,2014.373,2014.373
396223.479,3988118.488,2014.488,2014.488
396294.524,3988316.978,2014.501,2014.501
396219.698,3988132.411,2014.513,2014.513
396234.090,3988343.915,2014.528,2014.528
396206.473,3988175.899,2014.540,2014.540
396197.304,3988272.290,2014.568,2014.568
396239.439,3988345.697,2014.618,2014.618
396203.468,3988293.228,2014.694,2014.694
396249.142,3988080.694,2014.707,2014.707
396196.110,3988267.314,2014.755,2014.755
396231.621,3988111.682,2014.786,2014.786
396202.833,3988288.015,2014.904,2014.904
396228.402,3988344.440,2014.967,2014.967
396268.293,3987958.997,2014.970,2014.970
396269.843,3987963.813,2015.002,2015.002
396246.026,3988342.619,2015.062,2015.062
396197.839,3988227.300,2015.066,2015.066
396265.271,3987980.361,2015.113,2015.113
396241.606,3988104.235,2015.157,2015.157
396194.711,3988259.429,2015.160,2015.160
396269.634,3987948.928,2015.160,2015.160
396264.989,3987969.998,2015.163,2015.163
396270.847,3987954.087,2015.167,2015.167
396202.845,3988207.770,2015.173,2015.173
396225.191,3988339.988,2015.181,2015.181
396195.353,3988247.132,2015.244,2015.244
396267.145,3987975.174,2015.251,2015.251
396262.938,3987992.510,2015.317,2015.317
396207.199,3988302.082,2015.319,2015.319
396241.011,3988109.570,2015.333,2015.333
396196.785,3988240.497,2015.343,2015.343
396263.049,3987997.987,2015.356,2015.356
396201.637,3988283.095,2015.378,2015.378
396262.512,3987987.474,2015.403,2015.403
396258.786,3988027.802,2015.413,2015.413
396194.741,3988252.242,2015.444,2015.444
396236.483,3988112.902,2015.452,2015.452
396272.767,3987944.877,2015.470,2015.470
396256.595,3988067.690,2015.487,2015.487
396255.387,3988023.939,2015.505,2015.505
396259.037,3988007.599,2015.547,2015.547
396257.069,3988014.759,2015.553,2015.553
396268.935,3987940.861,2015.571,2015.571
396262.711,3988003.354,2015.593,2015.593
396215.576,3988320.694,2015.687,2015.687
396259.148,3988019.741,2015.689,2015.689
396228.549,3988116.024,2015.713,2015.713
396255.369,3988336.209,2015.733,2015.733
396259.939,3988333.755,2015.812,2015.812
396217.909,3988326.262,2015.834,2015.834
396267.927,3987984.829,2015.840,2015.840
396312.084,3988304.762,2015.848,2015.848
396210.445,3988306.418,2015.994,2015.994
396274.583,3988324.229,2016.105,2016.105
396230.642,3988339.926,2016.148,2016.148
396264.682,3988331.028,2016.150,2016.150
396302.008,3988309.833,2016.240,2016.240
396212.840,3988311.086,2016.266,2016.266
396261.505,3988032.127,2016.284,2016.284
396260.321,3988063.533,2016.385,2016.385
396206.896,3988183.007,2016.408,2016.408
396210.370,3988172.342,2016.441,2016.441
396244.810,3988100.234,2016.454,2016.454
396208.444,3988191.374,2016.458,2016.458
396217.438,3988143.928,2016.473,2016.473
396211.981,3988162.332,2016.487,2016.487
396257.868,3988049.080,2016.496,2016.496
396205.935,3988198.897,2016.511,2016.511
396203.121,3988212.849,2016.522,2016.522
396210.488,3988179.083,2016.547,2016.547
396262.831,3988057.139,2016.580,2016.580
396216.461,3988148.924,2016.590,2016.590
396214.833,3988157.901,2016.596,2016.596
396216.752,3988314.462,2016.689,2016.689
396212.968,3988167.406,2016.689,2016.689
396203.447,3988217.940,2016.714,2016.714
396224.651,3988130.735,2016.726,2016.726
396224.690,3988123.359,2016.770,2016.770
396253.699,3988072.321,2016.794,2016.794
396220.933,3988139.328,2016.807,2016.807
396268.641,3988327.945,2016.924,2016.924
396223.757,3988330.489,2016.930,2016.930
396207.271,3988297.027,2016.963,2016.963
396229.737,3988120.947,2017.020,2017.020
396202.038,3988239.926,2017.134,2017.134
396201.624,3988275.715,2017.180,2017.180
396200.331,3988231.924,2017.245,2017.245
396202.567,3988224.700,2017.256,2017.256
396317.788,3988303.879,2017.286,2017.286
396259.527,3988043.944,2017.312,2017.312
396296.732,3988312.430,2017.325,2017.325
396226.197,3988334.956,2017.334,2017.334
396207.209,3988204.037,2017.384,2017.384
396240.709,3988340.773,2017.453,2017.453
396257.941,3988035.715,2017.466,2017.466
396277.808,3988320.370,2017.481,2017.481
396217.875,3988153.721,2017.484,2017.484
396224.830,3988135.870,2017.545,2017.545
396249.145,3988086.182,2017.558,2017.558
396247.559,3988337.273,2017.673,2017.673
396200.329,3988244.729,2017.796,2017.796
396199.048,3988263.168,2017.848,2017.848
396284.555,3988316.266,2017.899,2017.899
396245.947,3988094.880,2018.202,2018.202
396254.078,3988077.412,2018.265,2018.265
396263.564,3988011.809,2018.351,2018.351
396207.822,3988209.355,2018.435,2018.435
396210.805,3988186.939,2018.458,2018.458
396201.384,3988267.960,2018.507,2018.507
396249.689,3988091.250,2018.524,2018.524
396222.203,3988323.116,2018.642,2018.642
396207.814,3988289.960,2018.689,2018.689
396198.469,3988255.629,2018.730,2018.730
396290.243,3988312.964,2018.788,2018.788
396254.078,3988083.883,2018.915,2018.915
396217.294,3988308.220,2018.935,2018.935
396266.001,3988007.412,2019.007,2019.007
396269.234,3987989.778,2019.014,2019.014
396205.371,3988279.531,2019.028,2019.028
396233.474,3988117.350,2019.106,2019.106
396265.387,3988061.657,2019.108,2019.108
396228.451,3988127.173,2019.135,2019.135
396268.279,3988001.986,2019.188,2019.188
396318.887,3988298.218,2019.200,2019.200
396273.049,3987971.480,2019.225,2019.225
396199.785,3988250.742,2019.246,2019.246
396211.889,3988201.184,2019.252,2019.252
396214.487,3988182.879,2019.255,2019.255
396215.106,3988175.940,2019.258,2019.258
396263.525,3988023.060,2019.281,2019.281
396211.743,3988299.288,2019.303,2019.303
396261.572,3988039.293,2019.356,2019.356
396241.108,3988116.051,2019.358,2019.358
396208.098,3988214.841,2019.383,2019.383
396271.814,3987980.664,2019.403,2019.403
396204.350,3988235.248,2019.430,2019.430
396210.316,3988196.220,2019.450,2019.450
396216.856,3988171.177,2019.458,2019.458
396207.007,3988221.879,2019.460,2019.460
396219.171,3988161.338,2019.464,2019.464
396206.608,3988229.253,2019.520,2019.520
396264.026,3988017.376,2019.530,2019.530
396277.664,3987953.595,2019.538,2019.538
396217.910,3988166.178,2019.555,2019.555
396232.835,3988334.439,2019.630,2019.630
396242.443,3988336.082,2019.711,2019.711
396225.964,3988140.796,2019.746,2019.746
396221.643,3988318.135,2019.750,2019.750
396262.849,3988052.079,2019.787,2019.787
396249.077,3988102.969,2019.801,2019.801
396223.360,3988145.190,2019.813,2019.813
396250.432,3988333.128,2019.821,2019.821
396221.811,3988150.146,2019.824,2019.824
396214.721,3988303.471,2019.981,2019.981
396207.786,3988284.357,2019.982,2019.982
396229.568,3988132.454,2020.006,2020.006
396234.140,3988123.472,2020.027,2020.027
396255.768,3988330.091,2020.040,2020.040
396237.489,3988336.848,2020.188,2020.188
396221.584,3988311.365,2020.352,2020.352
396264.096,3988046.764,2020.380,2020.380
396270.216,3988321.564,2020.410,2020.410
396226.658,3988326.352,2020.441,2020.441
396222.205,3988157.037,2020.447,2020.447
396212.235,3988206.546,2020.481,2020.481
396211.855,3988293.827,2020.495,2020.495
396230.248,3988329.863,2020.567,2020.567
396205.233,3988271.776,2020.625,2020.625
396215.077,3988193.250,2020.831,2020.831
396245.939,3988107.318,2020.894,2020.894
396258.538,3988074.219,2021.022,2021.022
396279.058,3987966.080,2021.048,2021.048
396219.215,3988180.256,2021.060,2021.060
396215.966,3988188.243,2021.071,2021.071
396261.140,3988069.797,2021.147,2021.147
396265.273,3988028.410,2021.156,2021.156
396202.862,3988259.465,2021.206,2021.206
396312.424,3988299.420,2021.211,2021.211
396250.948,3988096.728,2021.430,2021.430
396207.194,3988243.825,2021.438,2021.438
396268.469,3988014.727,2021.486,2021.486
396272.550,3987998.096,2021.487,2021.487
396303.889,3988304.893,2021.498,2021.498
396209.142,3988233.755,2021.506,2021.506
396254.737,3988089.164,2021.519,2021.519
396260.139,3988327.607,2021.549,2021.549
396204.143,3988248.095,2021.646,2021.646
396296.480,3988306.349,2021.688,2021.688
396258.259,3988080.470,2021.734,2021.734
396273.795,3987993.167,2021.740,2021.740
396212.868,3988212.377,2021.763,2021.763
396226.779,3988319.542,2021.779,2021.779
396276.977,3987976.510,2021.908,2021.908
396210.944,3988225.944,2022.005,2022.005
396209.578,3988238.817,2022.007,2022.007
396211.631,3988219.164,2022.098,2022.098
396270.547,3988009.941,2022.170,2022.170
396239.485,3988331.950,2022.193,2022.193
396275.366,3987988.242,2022.243,2022.243
396255.397,3988094.238,2022.250,2022.250
396245.311,3988112.964,2022.267,2022.267
396280.984,3987957.914,2022.268,2022.268
396227.268,3988148.390,2022.283,2022.283
396307.067,3988300.276,2022.312,2022.312
396234.105,3988128.974,2022.314,2022.314
396203.781,3988253.917,2022.318,2022.318
396279.331,3987971.404,2022.387,2022.387
396208.756,3988275.737,2022.491,2022.491
396238.450,3988120.860,2022.515,2022.515
396263.993,3988323.858,2022.554,2022.554
396277.296,3987983.197,2022.587,2022.587
396265.968,3988035.555,2022.678,2022.678
396265.346,3988066.681,2022.699,2022.699
396259.086,3988085.924,2022.992,2022.992
396206.364,3988263.410,2023.092,2023.092
396232.196,3988137.788,2023.100,2023.100
396272.776,3988317.041,2023.101,2023.101
396211.090,3988280.296,2023.115,2023.115
396245.415,3988330.551,2023.244,2023.244
396272.869,3988005.050,2023.268,2023.268
396221.171,3988174.026,2023.293,2023.293
396226.148,3988160.139,2023.324,2023.324
396235.548,3988134.045,2023.371,2023.371
396225.091,3988170.242,2023.388,2023.388
396226.580,3988314.532,2023.399,2023.399
396267.604,3988054.473,2023.429,2023.429
396217.167,3988298.537,2023.432,2023.432
396223.901,3988165.155,2023.445,2023.445
396277.050,3988313.920,2023.485,2023.485
396226.651,3988153.387,2023.494,2023.494
396219.927,3988303.191,2023.529,2023.529
396216.198,3988216.722,2023.546,2023.546
396231.191,3988144.667,2023.569,2023.569
396238.519,3988126.577,2023.580,2023.580
396215.253,3988222.994,2023.599,2023.599
396220.871,3988190.702,2023.644,2023.644
396217.313,3988209.204,2023.645,2023.645
396223.921,3988178.475,2023.656,2023.656
396221.370,3988185.709,2023.672,2023.672
396230.964,3988156.172,2023.689,2023.689
396266.612,3988041.072,2023.701,2023.701
396217.596,3988203.604,2023.798,2023.798
396269.090,3988025.135,2023.819,2023.819
396235.373,3988141.876,2023.851,2023.851
396270.389,3988020.129,2023.865,2023.865
396262.854,3988077.313,2023.891,2023.891
396217.217,3988198.130,2023.954,2023.954
396270.337,3988058.960,2024.006,2024.006
396251.108,3988327.829,2024.084,2024.084
396288.531,3988308.155,2024.166,2024.166
396214.875,3988289.459,2024.168,2024.168
396265.611,3988072.601,2024.258,2024.258
396269.885,3988064.044,2024.316,2024.316
396225.965,3988183.184,2024.333,2024.333
396213.495,3988230.611,2024.378,2024.378
396254.110,3988100.659,2024.400,2024.400
396223.239,3988195.226,2024.417,2024.417
396230.996,3988323.713,2024.478,2024.478
396209.198,3988268.231,2024.588,2024.588
396282.984,3987962.649,2024.619,2024.619
396281.372,3988311.113,2024.665,2024.665
396250.348,3988110.069,2024.834,2024.834
396214.142,3988284.342,2024.860,2024.860
396234.830,3988327.624,2024.877,2024.877
396269.710,3988031.691,2024.904,2024.904
396246.096,3988118.131,2024.905,2024.905
396259.709,3988090.945,2024.911,2024.911
396221.953,3988200.639,2024.946,2024.946
396236.777,3988315.210,2024.957,2024.957
396231.327,3988316.170,2025.030,2025.030
396233.359,3988311.502,2025.049,2025.049
396253.458,3988105.657,2025.100,2025.100
396241.109,3988318.248,2025.104,2025.104
396245.764,3988320.479,2025.156,2025.156
396243.101,3988313.477,2025.158,2025.158
396255.616,3988324.951,2025.158,2025.158
396231.150,3988306.909,2025.159,2025.159
396233.483,3988301.738,2025.173,2025.173
396239.061,3988310.328,2025.202,2025.202
396258.962,3988320.744,2025.205,2025.205
396218.855,3988293.701,2025.216,2025.216
396266.441,3988309.793,2025.219,2025.219
396240.550,3988323.342,2025.220,2025.220
396220.440,3988213.808,2025.221,2025.221
396218.903,3988285.949,2025.222,2025.222
396250.754,3988322.716,2025.236,2025.236
396229.424,3988290.601,2025.236,2025.236
396246.261,3988325.540,2025.237,2025.237
396253.017,3988318.192,2025.240,2025.240
396236.684,3988305.673,2025.260,2025.260
396223.021,3988283.056,2025.269,2025.269
396227.036,3988286.180,2025.270,2025.270
396257.276,3988304.456,2025.276,2025.276
396237.189,3988281.551,2025.278,2025.278
396258.326,3988309.757,2025.287,2025.287
396223.401,3988277.132,2025.289,2025.289
396242.530,3988295.475,2025.295,2025.295
396239.980,3988301.715,2025.295,2025.295
396219.711,3988273.751,2025.296,2025.296
396262.253,3988306.386,2025.299,2025.299
396232.056,3988283.730,2025.299,2025.299
396250.598,3988302.239,2025.302,2025.302
396236.671,3988297.630,2025.304,2025.304
396234.573,3988288.130,2025.304,2025.304
396232.357,3988294.788,2025.306,2025.306
396228.630,3988298.182,2025.316,2025.316
396246.036,3988304.575,2025.320,2025.320
396214.271,3988270.876,2025.322,2025.322
396227.356,3988280.385,2025.322,2025.322
396228.307,3988274.787,2025.323,2025.323
396261.225,3988300.883,2025.325,2025.325
396267.145,3988303.780,2025.327,2025.327
396247.918,3988315.796,2025.333,2025.333
396250.754,3988296.939,2025.335,2025.335
396224.496,3988271.224,2025.339,2025.339
396219.291,3988268.697,2025.340,2025.340
396257.695,3988315.709,2025.343,2025.343
396232.070,3988278.466,2025.346,2025.346
396227.314,3988303.096,2025.346,2025.346
396223.106,3988289.440,2025.346,2025.346
396268.468,3988049.467,2025.356,2025.356
396211.381,3988261.819,2025.357,2025.357
396262.247,3988313.490,2025.357,2025.357
396222.776,3988298.844,2025.358,2025.358
396237.084,3988276.523,2025.359,2025.359
396218.898,3988279.885,2025.360,2025.360
396252.764,3988307.030,2025.365,2025.365
396237.366,3988292.612,2025.365,2025.365
396224.289,3988266.014,2025.366,2025.366
396214.787,3988265.513,2025.369,2025.369
396229.575,3988269.400,2025.371,2025.371
396255.905,3988299.580,2025.373,2025.373
396216.092,3988259.756,2025.379,2025.379
396220.108,3988263.067,2025.379,2025.379
396245.704,3988299.409,2025.391,2025.391
396239.783,3988286.017,2025.391,2025.391
396214.990,3988276.212,2025.394,2025.394
396233.605,3988272.622,2025.400,2025.400
396258.373,3988295.080,2025.401,2025.401
396213.849,3988241.941,2025.418,2025.418
396229.374,3988167.161,2025.420,2025.420
396242.426,3988290.383,2025.421,2025.421
396225.192,3988260.981,2025.426,2025.426
396263.642,3988318.564,2025.446,2025.446
396235.114,3988320.268,2025.451,2025.451
396229.252,3988264.221,2025.456,2025.456
396263.567,3988296.277,2025.464,2025.464
396248.426,3988309.658,2025.464,2025.464
396255.996,3988287.954,2025.476,2025.476
396276.849,3988001.034,2025.479,2025.479
396281.172,3987980.012,2025.491,2025.491
396267.490,3988314.708,2025.492,2025.492
396271.128,3988306.872,2025.493,2025.493
396225.318,3988294.390,2025.495,2025.495
396272.162,3988312.032,2025.508,2025.508
396253.374,3988312.068,2025.517,2025.517
396213.576,3988255.394,2025.527,2025.527
396272.341,3988301.954,2025.540,2025.540
396230.598,3988259.260,2025.557,2025.557
396261.270,3988290.945,2025.560,2025.560
396268.047,3988298.800,2025.563,2025.563
396283.246,3988306.013,2025.589,2025.589
396254.416,3988283.082,2025.593,2025.593
396233.997,3988151.417,2025.600,2025.600
396243.089,3988263.485,2025.603,2025.603
396275.959,3988308.596,2025.616,2025.616
396267.610,3988293.286,2025.617,2025.617
396247.859,3988271.313,2025.634,2025.634
396278.247,3988303.971,2025.642,2025.642
396208.359,3988257.338,2025.648,2025.648
396276.308,3988298.900,2025.649,2025.649
396277.864,3987996.112,2025.678,2025.678
396239.962,3988250.088,2025.731,2025.731
396218.112,3988245.704,2025.755,2025.755
396281.583,3988299.896,2025.760,2025.760
396215.833,3988250.161,2025.762,2025.762
396291.784,3988303.913,2025.763,2025.763
396220.780,3988257.987,2025.769,2025.769
396272.225,3988295.756,2025.777,2025.777
396296.131,3988301.058,2025.788,2025.788
396286.789,3988302.444,2025.805,2025.805
396209.327,3988252.399,2025.823,2025.823
396225.268,3988246.326,2025.832,2025.832
396234.906,3988240.429,2025.834,2025.834
396222.075,3988242.382,2025.835,2025.835
396225.620,3988255.792,2025.847,2025.847
396221.429,3988249.719,2025.850,2025.850
396244.104,3988282.942,2025.865,2025.865
396211.339,3988247.155,2025.872,2025.872
396236.722,3988267.451,2025.880,2025.880
396295.952,3988294.936,2025.882,2025.882
396223.089,3988229.387,2025.899,2025.899
396231.381,3988244.300,2025.901,2025.901
396275.161,3988057.008,2025.905,2025.905
396279.948,3988295.023,2025.906,2025.906
396227.162,3988240.731,2025.920,2025.920
396231.030,3988254.257,2025.923,2025.923
396253.943,3988292.637,2025.927,2025.927
396286.564,3988297.353,2025.928,2025.928
396247.446,3988266.263,2025.929,2025.929
396291.679,3988298.697,2025.930,2025.930
396248.530,3988292.389,2025.932,2025.932
396238.453,3988244.496,2025.938,2025.938
396235.018,3988248.412,2025.942,2025.942
396300.484,3988297.998,2025.946,2025.946
396223.632,3988236.778,2025.950,2025.950
396226.082,3988210.915,2025.957,2025.957
396234.772,3988262.369,2025.959,2025.959
396239.212,3988271.868,2025.961,2025.961
396221.507,3988223.680,2025.962,2025.962
396231.117,3988236.874,2025.969,2025.969
396240.166,3988259.311,2025.970,2025.970
396304.140,3988293.617,2025.973,2025.973
396250.203,3988279.631,2025.974,2025.974
396246.652,3988287.645,2025.976,2025.976
396231.574,3988218.807,2025.982,2025.982
396227.372,3988216.076,2025.982,2025.982
396227.802,3988226.374,2025.984,2025.984
396222.308,3988218.719,2025.988,2025.988
396271.006,3988038.332,2025.991,2025.991
396226.918,3988221.336,2025.995,2025.995
396235.692,3988234.208,2025.997,2025.997
396242.191,3988278.123,2025.998,2025.998
396227.179,3988233.209,2026.004,2026.004
396272.625,3988052.690,2026.017,2026.017
396231.221,3988212.553,2026.026,2026.026
396282.551,3988034.101,2026.032,2026.032
396218.148,3988227.572,2026.032,2026.032
396278.737,3988038.162,2026.036,2026.036
396222.132,3988207.798,2026.039,2026.039
396309.078,3988291.942,2026.040,2026.040
396229.722,3988207.428,2026.046,2026.046
396274.112,3988016.646,2026.053,2026.053
396275.123,3988048.016,2026.057,2026.057
396275.453,3988011.681,2026.058,2026.058
396282.871,3987975.251,2026.059,2026.059
396278.487,3988052.354,2026.066,2026.066
396274.432,3988034.667,2026.074,2026.074
396278.944,3988044.738,2026.075,2026.075
396219.146,3988233.662,2026.078,2026.078
396232.610,3988224.338,2026.096,2026.096
396278.394,3988031.207,2026.096,2026.096
396274.844,3988041.783,2026.098,2026.098
396312.069,3988287.533,2026.102,2026.102
396270.522,3988044.537,2026.109,2026.109
396233.193,3988229.746,2026.117,2026.117
396279.875,3987991.310,2026.118,2026.118
396225.958,3988203.757,2026.119,2026.119
396284.479,3988028.419,2026.132,2026.132
396242.977,3988254.359,2026.165,2026.165
396279.430,3988026.265,2026.166,2026.166
396285.071,3987967.362,2026.168,2026.168
396245.320,3988258.959,2026.186,2026.186
396273.878,3988028.245,2026.232,2026.232
396251.569,3988274.717,2026.259,2026.259
396283.111,3988022.730,2026.262,2026.262
396225.987,3988189.119,2026.274,2026.274
396283.242,3988016.620,2026.275,2026.275
396284.900,3988292.528,2026.292,2026.292
396218.442,3988238.710,2026.319,2026.319
396278.699,3988019.639,2026.331,2026.331
396275.175,3988023.407,2026.350,2026.350
396281.810,3988003.944,2026.360,2026.360
396228.462,3988174.331,2026.378,2026.378
396280.436,3988012.295,2026.378,2026.378
396289.863,3987990.947,2026.391,2026.391
396284.165,3988008.940,2026.394,2026.394
396288.738,3987985.334,2026.421,2026.421
396287.900,3988013.410,2026.427,2026.427
396287.331,3988002.323,2026.429,2026.429
396285.842,3987994.884,2026.443,2026.443
396230.253,3988179.879,2026.448,2026.448
396227.404,3988198.838,2026.450,2026.450
396230.085,3988186.052,2026.452,2026.452
396282.591,3987998.995,2026.452,2026.452
396231.035,3988162.222,2026.455,2026.455
396284.663,3987989.638,2026.457,2026.457
396292.445,3987981.063,2026.466,2026.466
396277.693,3988007.200,2026.471,2026.471
396287.217,3987972.061,2026.486,2026.486
396234.086,3988176.319,2026.504,2026.504
396275.417,3988062.090,2026.545,2026.545
396289.917,3987976.495,2026.566,2026.566
396282.793,3987984.946,2026.576,2026.576
396286.472,3987980.589,2026.583,2026.583
396299.841,3988290.963,2026.600,2026.600
396252.798,3988114.577,2026.603,2026.603
396220.546,3988236.584,2026.642,2026.642
396232.829,3988170.906,2026.654,2026.654
396290.320,3987998.066,2026.656,2026.656
396251.883,3988119.777,2026.664,2026.664
396228.318,3988193.583,2026.673,2026.673
396290.618,3988293.771,2026.673,2026.673
396251.449,3988127.419,2026.686,2026.686
396245.308,3988141.235,2026.738,2026.738
396248.101,3988131.335,2026.742,2026.742
396246.326,3988136.260,2026.764,2026.764
396247.426,3988123.777,2026.784,2026.784
396265.190,3988089.857,2026.809,2026.809
396240.921,3988150.272,2026.825,2026.825
396261.220,3988108.301,2026.830,2026.830
396234.821,3988166.241,2026.833,2026.833
396315.438,3988283.782,2026.835,2026.835
396239.800,3988137.868,2026.853,2026.853
396234.771,3988182.715,2026.862,2026.862
396244.648,3988146.502,2026.865,2026.865
396256.258,3988109.846,2026.877,2026.877
396242.284,3988133.317,2026.877,2026.877
396263.231,3988101.652,2026.878,2026.878
396269.433,3988086.438,2026.887,2026.887
396240.293,3988143.385,2026.894,2026.894
396237.961,3988154.471,2026.897,2026.897
396273.069,3988068.208,2026.924,2026.924
396255.324,3988123.408,2026.937,2026.937
396235.327,3988159.142,2026.958,2026.958
396258.408,3988103.731,2026.965,2026.965
396236.620,3988146.863,2026.975,2026.975
396263.794,3988094.715,2026.979,2026.979
396259.429,3988098.392,2027.000,2027.000
396268.997,3988080.069,2027.045,2027.045
396270.731,3988075.297,2027.068,2027.068
396287.225,3988019.837,2027.109,2027.109
396257.219,3988117.960,2027.132,2027.132
396305.711,3988287.615,2027.133,2027.133
396239.049,3988163.224,2027.172,2027.172
396289.725,3988007.164,2027.217,2027.217
396259.712,3988113.615,2027.279,2027.279
396282.831,3988041.117,2027.286,2027.286
396241.631,3988158.300,2027.432,2027.432
396269.155,3988093.151,2027.470,2027.470
396275.461,3988072.994,2027.491,2027.491
396260.861,3988285.685,2027.560,2027.560
396244.127,3988246.923,2027.689,2027.689
396280.376,3988057.652,2027.741,2027.741
396275.014,3988078.022,2027.828,2027.828
396293.573,3987987.533,2027.874,2027.874
396294.623,3988290.062,2027.901,2027.901
396282.233,3988048.596,2027.908,2027.908
396264.703,3988084.717,2027.941,2027.941
396251.587,3988135.246,2027.947,2027.947
396231.630,3988202.509,2027.991,2027.991
396273.580,3988082.988,2028.081,2028.081
396278.495,3988066.065,2028.097,2028.097
396232.910,3988190.326,2028.134,2028.134
396236.603,3988221.213,2028.238,2028.238
396239.836,3988238.063,2028.432,2028.432
396237.226,3988226.621,2028.625,2028.625
396275.882,3988292.038,2028.683,2028.683
396265.943,3988288.232,2028.809,2028.809
396232.261,3988197.440,2028.956,2028.956
396294.112,3987994.007,2029.066,2029.066
396255.318,3988278.136,2029.185,2029.185
396267.199,3988098.597,2029.220,2029.220
396298.857,3988286.028,2029.236,2029.236
396308.993,3988283.296,2029.363,2029.363
396288.483,3988024.694,2029.553,2029.553
396293.151,3988002.669,2029.677,2029.677
396243.512,3988241.714,2029.722,2029.722
396250.341,3988140.225,2030.049,2030.049
396303.270,3988283.224,2030.213,2030.213
396287.813,3988032.325,2030.284,2030.284
396244.692,3988153.669,2030.340,2030.340
396239.699,3988168.574,2030.346,2030.346
396288.930,3988288.739,2030.356,2030.356
396286.562,3988037.347,2030.557,2030.557
396282.213,3988062.323,2030.567,2030.567
396312.777,3988279.483,2030.707,2030.707
396270.837,3988289.416,2030.915,2030.915
396240.522,3988230.727,2030.951,2030.951
396239.097,3988173.946,2031.053,2031.053
396265.941,3988106.056,2031.262,2031.262
396244.079,3988234.486,2031.570,2031.570
396255.321,3988130.848,2031.614,2031.614
396252.193,3988268.111,2031.644,2031.644
396283.484,3988053.646,2031.710,2031.710
396292.688,3988285.137,2031.729,2031.729
396238.486,3988178.994,2031.771,2031.771
396250.378,3988145.225,2032.033,2032.033
396292.814,3988011.489,2032.268,2032.268
396273.445,3988090.578,2032.332,2032.332
396280.322,3988071.019,2032.344,2032.344
396291.746,3988016.996,2032.393,2032.393
396260.335,3988122.289,2032.551,2032.551
396264.738,3988112.582,2032.594,2032.594
